"","H_INFORM_rating.Value","H_INFORM_rating.Rating","H_covid_case_rate.Value","H_covid_case_rate.Rating","H_legal_stringency.Value","H_legal_stringency.Rating","H_international_travel.Value","H_international_travel.Rating","H_internal_movement.Value","H_internal_movement.Rating","H_stay_home.Value","H_stay_home.Rating","H_income_support.Value","H_income_support.Rating","H_debt_relief.Value","H_debt_relief.Rating","H_gdp_change.Value","H_gdp_change.Rating","H_unemployment.Value","H_unemployment.Rating","H_inflation.Value","H_inflation.Rating","H_school_close.Value","H_school_close.Rating","H_ipc_3_plus.Value","H_ipc_3_plus.Rating","H_growth_events.Value","H_growth_events.Rating","H_public_info.Value","H_public_info.Rating","H_testing_policy.Value","H_testing_policy.Rating","H_contact_trace.Value","H_contact_trace.Rating","H_growth_conflict.Value","H_growth_conflict.Rating","H_seasonal_flood.Value","H_seasonal_flood.Rating","H_seasonal_cyclone.Value","H_seasonal_cyclone.Rating","H_seasonal_exposure.Value","H_seasonal_exposure.Rating","H_ASAP_hotspot.Value","H_ASAP_hotspot.Rating","H_INFORM_severity.Value","H_INFORM_severity.Rating","Country","H_INFORM_rating.Value_norm"
"140",3.3,NA,"72.2","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-2.6 %","High","NO DATA",NA,"-2.7 %","Medium","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low","QAT",3.25
"141",3.7,NA,"4.6","Low","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-3.9 %","High","4.9 %","Low","2.8 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"7.0","High","0.0","Low","1.5","Low","NO DATA",NA,"NO CRISIS","Low","ROU",4.25
"142",3.2,NA,"171.7","High","80","Medium","Ban on high-risk regions","Medium","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.8 %","Low","5.4 %","Medium","3.4 %","Medium","Fully open","Low","NO DATA",NA,"50.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","25.00%","High","5.9","Medium","2.0","Low","2.7","Medium","NO DATA",NA,"NO CRISIS","Low","RUS",3
"143",5,NA,"63.7","Medium","-999","High","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-0.2 %","Medium","NO DATA",NA,"8.0 %","High","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","-100.00%","Low","0.0","Low","0.0","Low","3.1","Medium","No hotspot","Low","Low","Medium","RWA",7.5
"144",3.3,NA,"453.1","High","-999","High","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-18.7 %","High","NO DATA",NA,"-0.6 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","1.2","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low","KNA",3.25
"145",3.9,NA,"53.9","Medium","80","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-18.9 %","High","NO DATA",NA,"-1.8 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","1.0","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low","LCA",4.75
"146",4.1,NA,"56.8","Medium","80","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-4.2 %","High","NO DATA",NA,"1.4 %","Low","Closed due to COVID-19","High","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.9","Low","0.5","Low","NO DATA",NA,"Low","Medium","VCT",5.25
"147",3.3,NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-7.8 %","High","NO DATA",NA,"-2.5 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low","WSM",3.25
"148",5.1,NA,"3.2","Low","-999","High","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"3.0 %","Low","NO DATA",NA,"10.6 %","High","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low","STP",7.75
"149",2.8,NA,"50.0","Medium","-999","High","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-4.1 %","High","NO DATA",NA,"3.4 %","Medium","Closed due to COVID-19","High","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","66.67%","High","1.2","Low","0.0","Low","4.1","Medium","NO DATA",NA,"NO CRISIS","Low","SAU",2
"150",5.1,NA,"5.4","Low","-999","High","Ban on high-risk regions","Medium","No measures","High","No measures","High","No income support","High","0","High","0.8 %","Medium","NO DATA",NA,"2.5 %","Low","Fully open","Low","298,067","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-75.00%","Low","1.2","Low","0.0","Low","6.6","Medium","No hotspot","Low","Low","Medium","SEN",7.75
"151",3.7,NA,"20.4","Medium","80","Medium","No measures","High","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-1.0 %","Medium","13.3 %","Medium","2.2 %","Low","Fully open","Low","NO DATA",NA,"0.00%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.7","Low","NO DATA",NA,"NO CRISIS","Low","SRB",4.25
"152",4,NA,"2,201.5","High","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","1.8 %","Low","3.0 %","Low","3.7 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low","SYC",5
"153",6.1,NA,"12.4","Low","-999","High","Screening","Medium","No measures","High","No measures","High","No income support","High","0","High","-2.2 %","High","NO DATA",NA,"15.5 %","High","Fully open","Low","1,501,122","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.9","Low","0.0","Low","0.0","Low","No hotspot","Low","NO CRISIS","Low","SLE",10
"154",2.5,NA,"4.6","Low","-999","High","Ban on high-risk regions","Medium","No measures","High","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","-5.4 %","High","3.1 %","Low","-0.2 %","Medium","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low","SGP",1.25
"155",3.3,NA,"16.5","Low","80","Medium","Quarantine arrivals from high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","4.7 %","Low","7.3 %","Medium","2.0 %","Low","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"4.5","Medium","0.0","Low","0.8","Low","NO DATA",NA,"NO CRISIS","Low","SVK",3.25
"156",2.7,NA,"39.2","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","5.1 %","Medium","-0.1 %","Medium","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low","SVN",1.75
"157",5.6,NA,"0.0","Low","-999","High","No measures","High","Recommend closing (or significantly reduce volume/route ...","Medium","No measures","High","No income support","High","0","High","1.5 %","Low","NO DATA",NA,"3.4 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","NO DATA",NA,"0.1","Low","0.0","Low","0.8","Low","NO DATA",NA,"NO CRISIS","Low","SLB",9
"158",7.3,NA,"0.0","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","No measures","High","No income support","High","1","Medium","2.9 %","Low","NO DATA",NA,"0.0 %","Medium","Fully open","Low","1,600,800","High","NO DATA",NA,"Public officials urging caution about COVID-19","Medium","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","5.70%","Medium","0.8","Low","0.0","Low","8.5","High","Hotspot","High","High","High","SOM",10
"159",4.7,NA,"306.6","High","80","Medium","Screening","Medium","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-7.0 %","High","29.2 %","High","4.3 %","Medium","Partially open","Medium","11,795,949","High","-69.23%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","3.3","Medium","0.0","Low","4.9","Medium","No hotspot","Low","NO CRISIS","Low","ZAF",6.75
"160",7.3,NA,"1.2","Low","-999","High","Screening","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","5.3 %","Low","NO DATA",NA,"40.0 %","High","Fully open","Low","6,480,000","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-52.63%","Low","2.8","Medium","0.0","Low","3.6","Medium","Major hotspot","High","High","High","SSD",10
"161",2.8,NA,"107.5","Medium","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","-11.0 %","High","16.8 %","Medium","-0.3 %","Medium","Fully open","Low","NO DATA",NA,"-74.44%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","2.7","Medium","NO DATA",NA,"Low","Medium","ESP",2
"162",4.3,NA,"140.0","High","20","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","Recommend not leaving house","Medium","No income support","High","2","Low","-3.6 %","High","5.8 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"487.50%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","3.5","Medium","No hotspot","Low","NO CRISIS","Low","LKA",5.75
"163",5.8,NA,"0.8","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","No measures","High","No income support","High","0","High","-3.6 %","High","28.4 %","High","163.3 %","High","Fully open","Low","7,097,179","High","NO DATA",NA,"Public officials urging caution about COVID-19","Medium","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","18.18%","Medium","4.3","Medium","0.0","Low","5.5","Medium","No hotspot","Low","High","High","SDN",9.5
"164",3.6,NA,"470.7","High","80","Medium","Total border closure","Low","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","0.7 %","Medium","11.3 %","Medium","34.9 %","High","Closed due to COVID-19","High","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-100.00%","Low","0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low","SUR",4
"165",2.2,NA,"44.8","Medium","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","0","High","3.1 %","Low","8.7 %","Medium","1.5 %","Low","Fully open","Low","NO DATA",NA,"-93.75%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","0.7","Low","NO DATA",NA,"NO CRISIS","Low","SWE",0.5
"166",1.9,NA,"23.3","Medium","80","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","0","High","-3.0 %","High","3.1 %","Low","-0.7 %","Medium","Fully open","Low","NO DATA",NA,"-25.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"2.2","Medium","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low","CHE",0
"167",4.7,NA,"3.4","Low","-999","High","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","0.0 %","Medium","NO DATA",NA,"0.0 %","Medium","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","16.79%","Medium","0.0","Low","0.0","Low","2.6","Medium","Hotspot","High","Very High","High","SYR",6.75
"168",4.3,NA,"1.1","Low","-999","High","Screening","Medium","No measures","High","No measures","High","No income support","High","0","High","4.5 %","Low","NO DATA",NA,"8.6 %","High","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Public officials urging caution about COVID-19","Medium","No testing policy","High","No contact tracing","High","-100.00%","Low","3.1","Medium","0.0","Low","4.8","Medium","No hotspot","Low","NO CRISIS","Low","TJK",5.75
"169",5.6,NA,"0.0","Low","-999","High","Screening","Medium","No measures","High","No measures","High","No income support","High","0","High","2.7 %","Low","NO DATA",NA,"3.3 %","Medium","Fully open","Low","488,661","Medium","NO DATA",NA,"Public officials urging caution about COVID-19","Medium","No testing policy","High","No contact tracing","High","-100.00%","Low","0.0","Low","0.0","Low","4.1","Medium","No hotspot","Low","Low","Medium","TZA",9
"170",3.8,NA,"72.5","Medium","54","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-6.1 %","High","2.0 %","Low","-0.8 %","Medium","Partially open","Medium","NO DATA",NA,"100.00%","High","Public officials urging caution about COVID-19","Medium","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-33.33%","Low","2.2","Medium","2.7","Medium","5.6","Medium","No hotspot","Low","Low","Medium","THA",4.5
"171",5.5,NA,"52.6","Medium","40","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","No income support","High","0","High","2.8 %","Low","NO DATA",NA,"0.5 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.6","Low","0.0","Low","1.5","Low","No hotspot","Low","Very Low","Medium","TLS",8.75
"172",5.9,NA,"2.5","Low","-999","High","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","3.5 %","Low","NO DATA",NA,"1.8 %","Low","Fully open","Low","204,134","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-100.00%","Low","2.9","Medium","0.0","Low","1.8","Low","No hotspot","Low","NO CRISIS","Low","TGO",9.75
"173",4,NA,"NO DATA",NA,"47","Medium","Total border closure","Low","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","-0.5 %","Medium","NO DATA",NA,"0.2 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.1","Low","0.0","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low","TON",5
"174",3.8,NA,"248.3","High","80","Medium","Total border closure","Low","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","-7.8 %","High","5.0 %","Medium","1.0 %","Low","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","-26.92%","Low","0.0","Low","0.5","Low","0.3","Low","NO DATA",NA,"High","High","TTO",4.5
"175",3.7,NA,"327.5","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.8 %","Low","NO DATA",NA,"5.7 %","High","Fully open","Low","NO DATA",NA,"-82.76%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","50.00%","High","0.0","Low","0.0","Low","0.3","Low","No hotspot","Low","NO CRISIS","Low","TUN",4.25
"176",3.9,NA,"94.5","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","0","High","1.8 %","Low","12.4 %","Medium","12.3 %","High","Closed due to COVID-19","High","NO DATA",NA,"62.50%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-28.26%","Low","5.7","Medium","0.0","Low","1.6","Low","NO DATA",NA,"NO CRISIS","Low","TUR",4.75
"177",3.3,NA,"NO DATA",NA,"47","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","No measures","High","No income support","High","0","High","4.6 %","Low","NO DATA",NA,"8.0 %","High","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Public officials urging caution about COVID-19","Medium","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","No contact tracing","High","NO DATA",NA,"0.0","Low","0.0","Low","2.9","Medium","Hotspot","High","NO CRISIS","Low","TKM",3.25
"178",5.1,NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.5 %","Medium","NO DATA",NA,"1.6 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low","TUV",7.75
"179",6.1,NA,"41.2","Medium","47","Medium","Ban on high-risk regions","Medium","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","-2.1 %","High","NO DATA",NA,"3.8 %","Medium","Partially open","Medium","2,602,848","High","550.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","No contact tracing","High","41.18%","High","1.3","Low","0.0","Low","4.0","Medium","No hotspot","Low","Medium","High","UGA",10
"180",4,NA,"23.6","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-4.2 %","High","9.0 %","Medium","7.9 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-43.68%","Low","7.1","High","0.0","Low","1.7","Low","NO DATA",NA,"High","High","UKR",5
"181",2.5,NA,"292.7","High","80","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","No income support","High","2","Low","3.1 %","Low","NO DATA",NA,"2.9 %","Low","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low","ARE",1.25
"182",2.6,NA,"233.6","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","5.3 %","Low","6.1 %","Medium","0.9 %","Low","Fully open","Low","NO DATA",NA,"-16.67%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"2.9","Medium","0.0","Low","0.1","Low","NO DATA",NA,"NO CRISIS","Low","GBR",1.5
"183",2.5,NA,"49.4","Medium","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Partially open","Medium","NO DATA",NA,"-46.56%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"3.8","Medium","2.6","Medium","3.9","Medium","NO DATA",NA,"NO CRISIS","Low","USA",1.25
"184",3.2,NA,"817.6","High","80","Medium","Total border closure","Low","No measures","High","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","3.0 %","Low","10.3 %","Medium","8.3 %","High","Closed due to COVID-19","High","NO DATA",NA,"-50.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","1.9","Low","NO DATA",NA,"NO CRISIS","Low","URY",3
"185",4.1,NA,"17.6","Low","-999","High","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","5.0 %","Low","NO DATA",NA,"12.9 %","High","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","-75.00%","Low","0.0","Low","0.0","Low","4.4","Medium","Hotspot","High","NO CRISIS","Low","UZB",5.25
"186",5.3,NA,"0.0","Low","-999","High","Total border closure","Low","No measures","High","No measures","High","No income support","High","0","High","-9.2 %","High","NO DATA",NA,"2.4 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low","VUT",8.25
"187",4.4,NA,"63.1","Medium","88","Low","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-30.0 %","High","NO DATA",NA,"5,500.0 %","High","Closed due to COVID-19","High","NO DATA",NA,"-42.14%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","No contact tracing","High","-60.00%","Low","2.2","Medium","0.0","Low","1.0","Low","NO DATA",NA,"High","High","VEN",6
